# OpenAlex's topics as a subject taxonomy of research: four domains, the fields inside them,
# the subfields inside those and the topics inside those, each topic carrying the prose
# OpenAlex states its subject matter in. Like every subject taxonomy here it is a
# distribution to compare against and not a vocabulary to match — nobody writes T11347 in
# code, and nobody writes Neural Networks Stability and Synchronization either. What a scope
# is compared on is the definition.
#
# Columns: concept, prefLabel, altLabel, broader, kind, module, definition, note.
# broader is the subfield a topic is stated in, the field a subfield is stated in, the domain
# a field is stated in, and empty for a domain; module is the domain a concept rolls up to.
# definition is the description and the keywords, which are both OpenAlex's statement of what
# the topic covers, and it is empty above topic level because OpenAlex describes no subfield,
# field or domain. note is the Wikipedia article OpenAlex links the topic to, which
# identifies it in a scheme outside this one. altLabel is empty: OpenAlex states no second
# label for anything.
#
# Source: OpenAlex's own topics snapshot, s3://openalex/data/jsonl/topics/ at 2026-06-26, the manifest and the 6 parts it names, stating 4516 records,
#   pinned by the SHA-256 ContentDigest states over the manifest and the parts it names:
#   1536cbda3cc11838aaa67ef9c9c5f2b327a8ac8875ad07f306f4da44c16e8048.
# Licence: CC0 1.0 Universal. OpenAlex places its data in the public domain and asks to be
#   cited rather than requiring it (https://docs.openalex.org/additional-help/faq).
# Generated by OpenAlexTopicsExtraction: 4798 concepts.
T10001	Geological and Geochemical Analysis		subfields/1908	topic	domains/3	This cluster of papers focuses on the tectonic evolution and geochronological analysis of orogenic processes, with a particular emphasis on zircon geochemistry, isotopic composition, and thermodynamic modeling. It covers topics such as subduction zones, mantle evolution, plate tectonics, and the growth of continental crust. Zircon, Geochronology, Tectonics, Granitic Rocks, Isotopic Composition, Subduction Zones, Mantle Evolution, Plate Tectonics, Thermodynamic Modeling, Continental Growth	https://en.wikipedia.org/wiki/Geochronology
T10002	Advanced Chemical Physics Studies		subfields/3107	topic	domains/3	This cluster of papers represents advancements in density functional theory, including the development of dispersion correction methods, ab initio parametrization, wavefunction analyzers, and continuum solvation models. It also covers topics such as semiempirical methods, van der Waals interactions, hybrid density functionals, molecular simulations, and electronic structure calculations. Density Functional Theory, Dispersion Correction, Ab Initio Parametrization, Wavefunction Analyzer, Semiempirical Methods, Van der Waals Interactions, Continuum Solvation Models, Hybrid Density Functionals, Molecular Simulations, Electronic Structure Calculations	https://en.wikipedia.org/wiki/Density_functional_theory
T10003	Innovation and Knowledge Management		subfields/1408	topic	domains/2	This cluster of papers revolves around the topics of knowledge management, organizational innovation, and strategic capabilities. It encompasses research on dynamic capabilities, knowledge transfer, business models, innovation networks, organizational learning, absorptive capacity, strategic alliances, social capital, resource-based view, and market orientation. Dynamic Capabilities, Knowledge Transfer, Business Models, Innovation Networks, Organizational Learning, Absorptive Capacity, Strategic Alliances, Social Capital, Resource-Based View, Market Orientation	https://en.wikipedia.org/wiki/Knowledge_management
T10004	Soil Carbon and Nitrogen Dynamics		subfields/1111	topic	domains/1	This cluster of papers explores the dynamics of soil carbon, nitrogen cycling, and microbial communities in various ecosystems. It investigates topics such as soil carbon sequestration, biochar application, nutrient limitation, and the impact of climate change on soil fertility and ecosystem functioning. The research also delves into the interactions between soil microbial communities and plant diversity, with a focus on understanding global biogeochemical cycles. Soil Carbon Sequestration, Nitrogen Cycle, Microbial Communities, Climate Change, Biochar Application, Ecosystem Functioning, Soil Fertility, Organic Matter Dynamics, Nutrient Limitation, Global Biogeochemical Cycles	https://en.wikipedia.org/wiki/Soil_carbon_dynamics
T10005	Ecology and Vegetation Dynamics Studies		subfields/2309	topic	domains/3	This cluster of papers focuses on the conservation and management of biodiversity and ecosystems, addressing topics such as the impact of habitat fragmentation, invasive species, functional diversity, and global change on species richness and community ecology. It also explores the implications for ecosystem services and the challenges in developing ecological indicators for biodiversity conservation. Biodiversity, Conservation, Ecosystem, Invasive Species, Functional Diversity, Habitat Fragmentation, Community Ecology, Global Change, Species Richness, Biological Invasions	https://en.wikipedia.org/wiki/Biodiversity_conservation
T10006	Job Satisfaction and Organizational Behavior		subfields/1407	topic	domains/2	This cluster of papers focuses on work engagement, organizational behavior, and related factors such as job demands-resources model, mediation analysis, leadership, employee commitment, psychological capital, job satisfaction, and human resource management. The papers explore the relationships between these factors and their impact on individual and organizational outcomes. Work Engagement, Organizational Behavior, Job Demands-Resources Model, Mediation Analysis, Leadership, Employee Commitment, Psychological Capital, Job Satisfaction, Transformational Leadership, Human Resource Management	https://en.wikipedia.org/wiki/Work_engagement
T10007	Monetary Policy and Economic Impact		subfields/2000	topic	domains/2	This cluster of papers covers a wide range of topics in macroeconomic analysis, including monetary and fiscal policy, economic growth, financial development, business cycles, panel data analysis, interest rates, exchange rates, inflation dynamics, and structural change. The papers provide insights into the empirical and theoretical aspects of these macroeconomic phenomena and their implications for policy making. Monetary Policy, Fiscal Policy, Economic Growth, Financial Development, Business Cycles, Panel Data Analysis, Interest Rates, Exchange Rates, Inflation Dynamics, Structural Change	https://en.wikipedia.org/wiki/Macroeconomics
T10008	Teacher Education and Leadership Studies		subfields/3304	topic	domains/2	This cluster of papers focuses on teacher professional development, qualitative research methods, teacher identity formation, educational leadership, technology integration in education, teacher efficacy, professional learning communities, school improvement, and reflective practice. It explores the challenges and strategies for improving teaching practices, fostering a supportive educational environment, and enhancing the effectiveness of professional development programs for educators. Teacher Professional Development, Qualitative Research Methods, Teacher Identity, Educational Leadership, Technology Integration, Teacher Efficacy, Professional Learning Communities, School Improvement, Reflective Practice, Culturally Responsive Teaching	https://en.wikipedia.org/wiki/Professional_development
T10009	Dementia and Cognitive Impairment Research		subfields/2738	topic	domains/4	This cluster of papers focuses on the diagnosis, management, and impact of Alzheimer's disease, including its relationship with mild cognitive impairment, dementia, neuroimaging techniques, cognitive decline, biomarkers, aging, and the burden experienced by caregivers. It also explores the role of vascular risk factors and the potential benefits of cognitive training. Alzheimer's Disease, Mild Cognitive Impairment, Dementia, Neuroimaging, Cognitive Decline, Biomarkers, Aging, Caregiver Burden, Vascular Risk Factors, Cognitive Training	https://en.wikipedia.org/wiki/Alzheimer%27s_disease
T10010	Obesity, Physical Activity, Diet		subfields/2739	topic	domains/4	This cluster of papers covers a wide range of topics related to obesity and overweight, including global prevalence, health effects, childhood obesity, physical activity, dietary risks, and public health implications. The research encompasses epidemiological studies, systematic analyses, and reviews aimed at understanding the causes, consequences, and potential interventions for addressing the obesity epidemic. Obesity, Overweight, Childhood, Prevalence, Health Effects, Physical Activity, Dietary Risks, Epidemiology, Public Health, Adolescents	https://en.wikipedia.org/wiki/Obesity
